time,gFx,gFy,gFz,TgF
0.942097,0.0362,-0.0322,0.9946,0.996
0.942599,0.0269,-0.0325,0.9919,0.993
0.944983,0.0354,-0.0279,0.9875,0.989
0.945601,0.0342,-0.0300,0.9833,0.984
0.947471,0.0249,-0.0310,0.9865,0.987
0.950409,0.0435,-0.0357,0.9868,0.988
0.951302,0.0349,-0.0340,0.9897,0.991
0.955643,0.0369,-0.0303,0.9995,1.001
0.956330,0.0428,-0.0300,0.9968,0.998
0.964487,0.0403,-0.0283,1.0097,1.011
0.965666,0.0508,-0.0325,1.0087,1.011
0.966168,0.0523,-0.0347,0.9982,1.000
0.966622,0.0694,-0.0349,1.0151,1.018
0.967042,0.0738,-0.0384,1.0141,1.018
0.967460,0.0640,-0.0325,0.9958,0.998
0.971747,0.0708,-0.0320,1.0014,1.004
0.972453,0.0647,-0.0300,1.0048,1.007
0.986893,0.0545,-0.0325,0.9958,0.998
0.987919,0.0625,-0.0366,0.9926,0.995
0.988437,0.0523,-0.0401,1.0080,1.010
0.988974,0.0542,-0.0398,1.0131,1.015
0.989408,0.0491,-0.0379,1.0080,1.010
0.989808,0.0464,-0.0364,1.0036,1.005
0.990194,0.0489,-0.0369,1.0029,1.005
0.990587,0.0435,-0.0300,1.0009,1.002
0.991596,0.0513,-0.0300,1.0080,1.010
0.992059,0.0452,-0.0354,0.9904,0.992
0.996263,0.0342,-0.0335,0.9853,0.986
0.997107,0.0386,-0.0335,1.0021,1.003
0.999963,0.0183,-0.0337,0.9936,0.994
1.000664,0.0056,-0.0335,0.9828,0.983
1.004556,0.0274,-0.0325,0.9887,0.990
1.005417,0.0249,-0.0310,0.9943,0.995
1.009233,0.0230,-0.0318,0.9892,0.990
1.010301,0.0369,-0.0330,0.9843,0.986
1.012653,0.0403,-0.0340,0.9875,0.989
1.013344,0.0300,-0.0340,0.9848,0.986
1.014655,0.0274,-0.0332,0.9799,0.981
1.015655,0.0320,-0.0330,0.9784,0.980
1.019821,0.0244,-0.0318,0.9826,0.983
1.020442,0.0176,-0.0279,0.9887,0.989
1.024025,0.0352,-0.0359,1.0078,1.009
1.025010,0.0225,-0.0322,0.9982,0.999
1.028284,0.0186,-0.0318,1.0043,1.005
1.028992,0.0237,-0.0315,1.0119,1.013
1.031503,0.0391,-0.0283,0.9973,0.998
1.032049,0.0403,-0.0322,0.9850,0.986
1.035298,0.0452,-0.0366,0.9919,0.994
1.035800,0.0674,-0.0369,0.9977,1.001
1.041101,0.0594,-0.0337,0.9965,0.999
1.042152,0.0511,-0.0325,0.9973,0.999
1.042662,0.0564,-0.0208,1.0009,1.003
1.044038,0.0428,-0.0335,1.0026,1.004
1.047807,0.0569,-0.0342,1.0007,1.003
1.048411,0.0633,-0.0391,1.0141,1.017
1.051790,0.0562,-0.0364,1.0258,1.028
1.052405,0.0589,-0.0359,0.9875,0.990
1.055535,0.0584,-0.0352,0.9767,0.979
1.056167,0.0628,-0.0364,0.9912,0.994
1.059703,0.0586,-0.0396,0.9846,0.987
1.060665,0.0660,-0.0418,0.9780,0.981
1.064027,0.0640,-0.0362,0.9838,0.987
1.064741,0.0335,-0.0379,0.9970,0.998
1.067437,0.0325,-0.0344,0.9843,0.985
1.068129,0.0249,-0.0327,0.9775,0.978
1.079727,0.0112,-0.0344,0.9868,0.987
1.080771,0.0213,-0.0305,0.9660,0.967
1.081385,0.0173,-0.0327,0.9599,0.961
1.081832,0.0235,-0.0418,0.9833,0.984
1.082267,0.0371,-0.0398,0.9721,0.974
1.082664,0.0235,-0.0308,0.9794,0.980
1.083027,0.0325,-0.0269,0.9877,0.989
1.083450,0.0173,-0.0300,0.9660,0.967
1.101019,0.0232,-0.0359,0.9767,0.978
1.101959,0.0396,-0.0398,0.9872,0.989
1.102334,0.0286,-0.0408,0.9892,0.990
1.102680,0.0364,-0.0327,0.9933,0.995
1.103033,0.0393,-0.0335,0.9797,0.981
1.103354,0.0342,-0.0320,0.9828,0.984
1.103645,0.0388,-0.0313,0.9912,0.992
